ESCOLA                    | CICLO           | SEMANA       | TURMA                     | DIA      | PER | MATÉRIA
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 1   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 2   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 3   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 4   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 5   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 6   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 10  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 11  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 17                  | Terça    | 12  | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 2   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 3   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 4   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 5   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 6   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 7   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 8   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 9   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 10  | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quarta   | 11  | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 1   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 2   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 3   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 7   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 8   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 9   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 10  | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 11  | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Quinta   | 12  | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 1   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 2   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 3   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 4   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 5   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 6   | Técnicas Policiais I: Legislação Aplicável À Abordagem Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 7   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 8   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 9   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 10  | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 11  | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Segunda  | 12  | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Sexta    | 7   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Sexta    | 8   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Sexta    | 9   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 1   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 2   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 3   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 4   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 5   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 6   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 7   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 10  | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 11  | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 18                  | Terça    | 12  | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 1   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 2   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 3   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 7   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 8   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 9   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 10  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 11  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quarta   | 12  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 1   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 2   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 3   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 4   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 5   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 6   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 7   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 8   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 9   | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 10  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 11  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Quinta   | 12  | Defesa Pessoal Policial I: Técnicas De Imobilização Policiais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 1   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 2   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 3   | Direitos Humanos Aplicados à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 4   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 5   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 6   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 7   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Segunda  | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Sexta    | 4   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Sexta    | 5   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Sexta    | 6   | Identidade e Cultura da Organização Policial
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 1   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 2   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 3   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 4   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 5   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 6   | Gestão Integrada e Comunitária
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 7   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 8   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 19                  | Terça    | 9   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 1   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 2   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 3   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 4   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 5   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 6   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 7   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 8   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 9   | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 10  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 11  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quarta   | 12  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 1   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 2   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 3   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 4   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 5   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 6   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicado à Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 8   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 9   | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 10  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 11  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Quinta   | 12  | Ordem Unida I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 1   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 2   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 3   | Educação Física I
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 4   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 5   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 6   | Estado, Sociedade e Segurança Pública
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 7   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 8   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 9   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 10  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 11  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Segunda  | 12  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 1   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 2   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 3   | Ética e Cidadania
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 4   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 5   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 6   | Telecomunicações: Comunicação Operacional
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 7   | Sistema de Segurança Pública I: Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 8   | Sistema de Segurança Pública I: Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 9   | Sistema de Segurança Pública I: Aspectos Iniciais
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 10  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 11  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Sexta    | 12  | Policiamento Ostensivo: Fundamentos
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 2   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 3   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 4   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 5   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 6   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 7   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 8   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 9   | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 10  | Armamento, Munição E Tiro I: Habilitação Para Pistola
 Escola de Formação, Habi | Ciclo 01        | SEMANA 10    | TURMA 20                  | Terça    | 11  | Armamento, Munição E Tiro I: Habilitação Para Pistola
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicada à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Sistema de Segurança Pública I - Aspectos Iniciais
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Linguagem e Comunicação em Documentação Técnica
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Estado, sociedade e segurança pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Ética e Cidadania
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Direitos Humanos Aplicados à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Educação Fisica I
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicada à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Policiamento Ostensivo: Fundamentos
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Ética e Cidadania
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Identidade e Cultura da Organização Policial
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Ordem Unida I
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Estado, sociedade e segurança pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Relações Interpessoais I
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 2   | Identidade e Cultura da Organização Policial
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Linguagem e Comunicação em Documentação Técnica
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Telecomunicações - Comunicação Operacional
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Fundamentos da Gestão Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Direitos Humanos Aplicados à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Defesa Policial I: Técnicas de imobilização Policial
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Direitos Humanos Aplicados à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Ética e Cidadania
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Direitos Humanos Aplicados à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicada à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Educação Fisica I
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Identidade e Cultura da Organização Policial
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Ética e Cidadania
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 4   | Policiamento Ostensivo: Fundamentos
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Estado, sociedade e segurança pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Suporte Básico à vida
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Defesa Policial I: Técnicas de imobilização Policial
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Direitos Humanos Aplicados à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Fundamentos Jurídicos da Atividade Policial I: Direito Constitucional aplicada à Segurança Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Linguagem e Comunicação em Documentação Técnica
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Fundamentos da Gestão Pública
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Linguagem e Comunicação em Documentação Técnica
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Policiamento Ostensivo: Fundamentos
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Abordagem Histórica, Social, Psicologica da Violência e da Criminalidade
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Policiamento Ostensivo: Fundamentos
2ª Escola de Formação, Ha | Ciclo I - CBFPM | Semana 1     | 2º PELOTÃO 2026           | quarta   | 8   | Telecomunicações - Comunicação Operacional
